Title,Location,Bedrooms,Bathrooms,Garage,Price,Size,Listing_Type
2 BR Luxury Apartment in Al Mouj with Amenities,"The Wave (Almouj), Muscat•",2,2,Not specified,"OMR 132,870Freehold",135 SQM,For Sale
3 BR Freehold Apartment with a Spacious Balcony in Sultan Haitham City,"Al Maabilah, Muscat•",3,3,Not specified,"OMR 110,640Freehold",196 SQM,For Sale
4 BR + Maid’s Room Spacious Villa in Sultan Haitham City,"Al Maabilah, Muscat•",4,5,Not specified,"OMR 247,000Freehold",456 SQM,For Sale
2 BR Modern Flat For Sale with Pool and Gym in Qurum,"Qurum, Muscat•",2,2,Not specified,"OMR 60,000Non Freehold",118 SQM,For Sale
2 BR + Maid’s Room Incredible Apartment in Jebel Sifa,"Al Sifah, Muscat•",2,2,Not specified,"OMR 109,000Freehold",124 SQM,For Sale
2 BR Off Plan Apartment in Yiti – Aida By Dar Global,"Yiti, Muscat•",2,2,Not specified,"OMR 180,000Freehold",109 SQM,For Sale
1 BR Amazing Freehold Off Plan Apartment in Aida – Yiti,"Yiti, Muscat•",1,2,Not specified,"OMR 102,030Freehold",69.3 SQM,For Sale
"3 BR Townhouse + Maid’s Room in Dar Al Zain, Seeb with Private Pool","Al Seeb, Muscat•",3,3,Not specified,"OMR 90,000Non Freehold",245 SQM,For Sale
2 BR Fully Furnished Freehold Modern Flat in Boulevard Tower for Sale,"Muscat Hills, Muscat•",2,2,Not specified,"OMR 95,000Freehold",109 SQM,For Sale
2 BR Freehold Fully Furnished Flat in Muscat Hills For Sale,"Muscat Hills, Muscat•",2,3,Not specified,"OMR 125,000Freehold",172 SQM,For Sale
2 BR Luxury Freehold Apartment For Sale In The Links – Muscat Hills,"Muscat Hills, Muscat•",2,2,Not specified,"OMR 70,000Freehold",98 SQM,For Sale
1 BR Brand New Flat for Sale in Al Mouj,"The Wave (Almouj), Muscat•",1,2,Not specified,"OMR 103,000Freehold",104 SQM,For Sale
1 BR Large Apartment For Sale for All Nationalities – Muscat Hills,"Muscat Hills, Muscat•",1,2,Not specified,"OMR 77,015Freehold",108 SQM,For Sale
3 + 1 BR Duplex Freehold Apartment with Sea View in Sifah For Sale,"Al Sifah, Muscat•",3,4,Not specified,"OMR 145,000Freehold",162 SQM,For Sale
4BR Villa in Al Mouj – Golf Links | Resale + Payment Plan,"The Wave (Almouj), Muscat•",4,4,Not specified,"OMR 603,000Freehold",314 SQM,For Sale
Villa For Sale فيلا راقية للبيع,"Barka, Al Batinah•",4,6,Not specified,"OMR 140,000Negotiable","1,818 SQM",For Sale
Villa for Saleفيلا للبيع,"Al Maabilah, Muscat•",7,5,Not specified,"OMR 70,000Negotiable",355 SQM,For Sale
Premium 1 BHK Apartment with Big Balcony for Sale in Hay Alwafa,"Sultan Haitham City, Muscat•",1,2,Not specified,"OMR 61,930Freehold",77.92 SQM,For Sale
Easy Payment Plan | Modern 2BHK Apartment in Telal Al Qurum | Freehold,"Qurum, Muscat•",2,2,Not specified,"OMR 65,939Freehold",89 SQM,For Sale
Deattached Villa | Payment Plan | Prime Location | Aida Oceana,"Yiti, Muscat•",4,5,Not specified,"OMR 491,410Freehold",315.68 SQM,For Sale
Opulent Attached Villa | Flexible Payment Plan | Aida Oceana,"Yiti, Muscat•",3,4,Not specified,"OMR 311,000Freehold",158.9 SQM,For Sale
RUWI | 2 FLOOR BUILDING IN MUMTAZ AREA FOR SALE,"Ruwi, Muscat•",Not specified,Not specified,Not specified,"OMR 240,000Negotiable",950 SQM,For Sale
RUWI | 2 FLOOR BUILDING IN MUMTAZ AREA FOR SALE,"Ruwi, Muscat•",Not specified,Not specified,Not specified,"OMR 240,000Negotiable",950 SQM,For Sale
WADI KABIR | WAREHOUSE/ LAND FOR SALE,"Al Wadi Al Kabir, Muscat•",Not specified,Not specified,Not specified,"OMR 870,000Negotiable","3,738 SQM",For Sale
WADI KABIR | WAREHOUSE FOR SALE,"Al Wadi Al Kabir, Muscat•",Not specified,Not specified,Not specified,"OMR 870,000Negotiable","3,738 SQM",For Sale
WADI KABIR | WAREHOUSE FOR SALE,"Al Wadi Al Kabir, Muscat•",Not specified,Not specified,Not specified,"OMR 870,000Non Freehold","3,728 SQM",For Sale
RUWI | 2 FLOOR BUILDING IN MUMTAZ AREA,"Ruwi, Muscat•",Not specified,Not specified,Not specified,"OMR 240,000Non Freehold",950 SQM,For Sale
1 BR Furnished Stunning Apartment – Al Mouj,"The Wave (Almouj), Muscat•",1,1,Not specified,"OMR 108,000Freehold",87 SQM,For Sale
SR- HL- 146 Villa for Sale in Azaiba – Inside a Compound,"Azaiba, Muscat•",6,7,Not specified,"OMR 120,000Non Freehold",370 SQM,For Sale
5 BR Spacious Villa in Mabaila South – Excellent Location,"Al Maabilah, Muscat•",5,6,Not specified,"OMR 165,000Non Freehold",660 SQM,For Sale
امتلك محلًا تجاريًا راقيًا | مسقط هيلز | تملّك حرّلجميع الجنسيات |,"Muscat Hills, Muscat•",Not specified,Not specified,Not specified,"OMR 39,000Freehold",17 SQM,For Sale
شقة غرفتین نوم | تقسیط | قید الانشاء | استثمار مربح | الموالح,"Al Mawaleh, Muscat•",2,3,Not specified,"OMR 36,000Non Freehold",96 SQM,For Sale
شقة فاخرة للبیع | 1 غرفة نوم | عرض ذهبی | تقسیط | استثمار ذهبی,"Al Mawaleh, Muscat•",1,2,Not specified,"OMR 29,000Non Freehold",78 SQM,For Sale
شقة فاخرة قيد الإنشاء | الموالح – السيب | تقسیط | 1 غرفة نوم,"Al Mawaleh, Muscat•",1,2,Not specified,"OMR 25,000Non Freehold",61 SQM,For Sale
شقه قید الانشا للبیع | الموالح | تقسیط | سعر مناسب,"Al Mawaleh, Muscat•",1,2,Not specified,"OMR 26,000Non Freehold",64 SQM,For Sale
تملک محلک التجاري | موالح 11 | استثمار مربح | اسعار تنافسیة,"Al Mawaleh, Muscat•",Not specified,Not specified,Not specified,"OMR 33,000Non Freehold",30 SQM,For Sale
Exclusive Real Estate /Mouj Muscat | 2-Br| Lagoon Viewشقه للبیع تقسیط,"The Wave (Almouj), Muscat•",2,2,Not specified,"OMR 150,000Freehold",119 SQM,For Sale
For Sale Land in Very Prime Location In Al Azaiba Beach Front,"Azaiba, Muscat•",Not specified,Not specified,Not specified,"OMR 7,750,000Negotiable","10,315 SQM",For Sale
Amazing Furnished Studio for Sale in Hawana Salalah – FSA82,"Salalah, Dhofar•",1,3,Not specified,"OMR 45,000Freehold",40 SQM,For Sale
6 BR + Maid Room fantastic stand alone villa in QURUM for SALE,"Qurum, Muscat•",6,6,Not specified,"OMR 450,000Negotiable","1,459 SQM",For Sale
شقة فاخرة بغرفتين للبيع في جبل سيفة – إطلالة ساحرة وفرصة استثمارية,"Al Sifah, Muscat•",2,2,Not specified,"OMR 82,000Freehold",110 SQM,For Sale
Modern Villa for Sale in Sultan Haitham City,"Sultan Haitham City, Muscat•",5,5,Not specified,"OMR 227,100Freehold",400 SQM,For Sale
Townhouse for Sale - تاون هاوس للبيع,"Sultan Haitham City, Muscat•",3,5,Not specified,"OMR 184,550.63Freehold",120 SQM,For Sale
Villa for Sale with Garden - فيلا للبيع,"Sultan Haitham City, Muscat•",3,5,Not specified,"OMR 161,295.75Freehold",120 SQM,For Sale
Villa for Sale - فيلا للبيع,"Sultan Haitham City, Muscat•",3,5,Not specified,"OMR 160,491.24Freehold",120 SQM,For Sale
Pent house for Sale with Pool,"Sultan Haitham City, Muscat•",3,5,Not specified,"OMR 158,186.08Freehold",120 SQM,For Sale
Apartment for Sale in Wadi Zaha - شقة للبيع,"Sultan Haitham City, Muscat•",3,5,Not specified,"OMR 114,137.1Freehold",110 SQM,For Sale
Apartment for Sale in Wadi Zaha - شقة للبيع,"Sultan Haitham City, Muscat•",3,5,Not specified,"OMR 109,079.81Freehold",110 SQM,For Sale
Apartment for Sale in Wadi Zaha - شقة للبيع,"Sultan Haitham City, Muscat•",2,3,Not specified,"OMR 86,088.48Freehold",90 SQM,For Sale
1 BHK flat for sale in Al Khuwair (Jasmine Complex ),"Al Khuwair, Muscat•",1,2,Not specified,"OMR 46,000Non Freehold",86 SQM,For Sale
Apartment for Sale in Wadi Zaha - شقة للبيع,"Sultan Haitham City, Muscat•",2,3,Not specified,"OMR 82,948.32Freehold",90 SQM,For Sale
3 BR AMAZING TOWNHOUSE IN ALMOUJ REEHAN RESIDENCES,"The Wave (Almouj), Muscat•",3,3,Not specified,"OMR 320,000Negotiable",265 SQM,For Sale
3 Br LOVELY TOWNHOUSE in AL MOUJ FOR SALE,"The Wave (Almouj), Muscat•",3,3,Not specified,"OMR 190,000Negotiable",168 SQM,For Sale
Apartment for Sale in Wadi Zaha - شقة للبيع,"Sultan Haitham City, Muscat•",2,3,Not specified,"OMR 81,375.84Freehold",70 SQM,For Sale
Apartment for Sale in Wadi Zaha - شقة للبيع,"Sultan Haitham City, Muscat•",1,2,Not specified,"OMR 63,661.9Freehold",70 SQM,For Sale
Apartment for Sale in Wadi Zaha - شقة للبيع,"Sultan Haitham City, Muscat•",1,2,Not specified,"OMR 61,799.06Freehold",70 SQM,For Sale
Apartment for Sale in Wadi Zaha - شقة للبيع,"Sultan Haitham City, Muscat•",1,2,Not specified,"OMR 58,151.28Freehold",70 SQM,For Sale
"For Sale Free Hold (1 & 2 & 3 Bhk) in Marsa District, Al Mouj Muscat","The Wave (Almouj), Muscat•",1,2,Not specified,"OMR 78,000Freehold",70 SQM,For Sale
"Apartment for Sale in Muscat Hills, Off Plan, Prime Location","Muscat Hills, Muscat•",2,3,Not specified,"OMR 24,000Freehold",145 SQM,For Sale
"Villa For Sale in Muscat Hills, 6 Bedrooms, Golf View, ITC","Muscat Hills, Muscat•",5,6,Not specified,"OMR 499,000Freehold","1,350 SQM",For Sale
For Sale: Free Hold studios apartment at Opal Residence,"Muscat Hills, Muscat•",1,1,Not specified,"OMR 46,000Freehold",49 SQM,For Sale
GHALA | 2738 SQM RESIDENTIAL/ COMMERCIAL LAND FOR SALE,"Ghala, Muscat•",Not specified,Not specified,Not specified,"OMR 785,000Negotiable","2,738 SQM",For Sale
عرض لایقاوم | محل تجاری للبیع | موقع استراتيجي | عائد استثماری مضمون,"Al Mawaleh, Muscat•",Not specified,Not specified,Not specified,"OMR 47,000Non Freehold",47 SQM,For Sale
luxury villa | 5-BR | pool | free hold | mouj muscat,"The Wave (Almouj), Muscat•",5,6,Not specified,"OMR 517,000Freehold",540 SQM,For Sale
أزورا بيتش – شقة 1BR بإطلالة مباشرة على المرسى,"The Wave (Almouj), Muscat•",1,1,Not specified,"OMR 119,000Freehold",83 SQM,For Sale
2 BR Furnished Apartment Overlooking the Pool & Garden | Al Mouj,"The Wave (Almouj), Muscat•",2,2,Not specified,"OMR 140,000Freehold",150 SQM,For Sale
6 BR Spacious Furnished Commercial Villa with Amenities Nearby in Seeb,"Al Seeb, Muscat•",6,6,Not specified,"OMR 125,000Non Freehold",363 SQM,For Sale
173 SQM Freehold Ground Floor Shop – Muscat Hills,"Muscat Hills, Muscat•",Not specified,Not specified,Not specified,"OMR 311,400Freehold",173 SQM,For Sale
1 BR Furnished Apartment with Balcony – Marriott Residences AIDA,"Yiti, Muscat•",1,2,Not specified,"OMR 184,350Freehold",96.82 SQM,For Sale
"1 BR Impressive Townhouse in Hawana Salalah Resort, Forrest Island","Salalah, Dhofar•",1,2,Not specified,"OMR 65,000Freehold",78 SQM,For Sale
3 BR Offplan Apartment in Bousher,"Bosher, Muscat•",3,3,Not specified,"OMR 80,495Non Freehold",137 SQM,For Sale
2 BR Freehold Apartment with Shared Pool & Gym – Muscat Hills,"Muscat Hills, Muscat•",2,2,Not specified,"OMR 75,000Freehold",80 SQM,For Sale
FREEHOLD 247 SQM Office Space Located in Muscat Hills for SALE!,"Muscat Hills, Muscat•",Not specified,Not specified,Not specified,"OMR 245,500Negotiable",247 SQM,For Sale
FREEHOLD 109 SQM Office Space Available in Muscat Hills for SALE!,"Muscat Hills, Muscat•",Not specified,Not specified,Not specified,"OMR 125,000Negotiable",108.73 SQM,For Sale
Beautiful 1 Bed Loft in Uptown Muscat with Swimming pool.,"Muscat - Other, Muscat•",1,1,Not specified,"OMR 43,500Freehold",42 SQM,For Sale
6 Bedroom Villa For Sale In Almouj Muscat,"The Wave (Almouj), Muscat•",6,10,Not specified,"OMR 1,600,000Freehold",900 SQM,For Sale
1BR Marina View – Azura Beach | 83m² | OMR 119K | 10% Down Payment,"The Wave (Almouj), Muscat•",1,1,Not specified,"OMR 119,000Freehold",83 SQM,For Sale
Stylish 1BR in Azura Beach – Urban View | 83m² | OMR 107K | 10% DP,"The Wave (Almouj), Muscat•",1,1,Not specified,"OMR 107,000Freehold",83 SQM,For Sale
1BR Marina View | Azura Beach – Al Mouj | OMR 115K | Flexible Payment,"The Wave (Almouj), Muscat•",1,1,Not specified,"OMR 115,000Freehold",83 SQM,For Sale
Villa for Sale  in Sultah Haitham City,"Al Maabilah, Muscat•",5,5,Not specified,"OMR 178,000Freehold",249 SQM,For Sale
Villa for Sale with 3 Bedrooms in Sultan Haitham City,"Al Maabilah, Muscat•",3,3,Not specified,"OMR 169,000Freehold",210 SQM,For Sale
Apartment for Sale with 3 Bedrooms in Muscat Bay,"Qantab, Muscat•",3,4,Not specified,"OMR 187,500Freehold",171 SQM,For Sale
Apartment for Sale with 3 Bedrooms in Muscat Bay,"Qantab, Muscat•",3,4,Not specified,"OMR 187,500Freehold",175 SQM,For Sale
Apartment for Sale with 3 Bedrooms in Muscat Bay,"Qantab, Muscat•",3,4,Not specified,"OMR 178,500Freehold",170 SQM,For Sale
Apartment for Sale in Muscat Bay with 3 Bedroom,"Qantab, Muscat•",3,4,Not specified,"OMR 185,000Freehold",165 SQM,For Sale
Villa for Sale in Jabal Sifa with 2 Bedrooms,"Al Sifah, Muscat•",2,3,Not specified,"OMR 162,732Freehold",175 SQM,For Sale
Villa for Sale with 2 Bedrooms in Jabal Al Sifa,"Al Sifah, Muscat•",2,3,Not specified,"OMR 162,732Freehold",157 SQM,For Sale
ready to move in for 2+1 apartment in Muscat Bay,"Qantab, Muscat•",2,3,Not specified,"OMR 200,000Negotiable",200 SQM,For Sale
Apartment for Sale with 2 Bedrooms,"Qantab, Muscat•",2,3,Not specified,"OMR 133,000Freehold",133 SQM,For Sale
Apartment for Sale with 2 Bedrooms in Muscat Bay,"Qantab, Muscat•",2,3,Not specified,"OMR 135,000Freehold",133 SQM,For Sale
Studio for Sale in Sultan Hatiham City,"Al Maabilah, Muscat•",Studio,1,Not specified,"OMR 46,650Freehold",71 SQM,For Sale
Apartment for Sale in Jabal Al Sifa with 2 BHK,"Al Sifah, Muscat•",2,2,Not specified,"OMR 96,491Freehold",85.3 SQM,For Sale
Villa for Sale in Jabal Al Sifa with 4 Bedrooms,"Al Sifah, Muscat•",3,4,Not specified,"OMR 183,492Freehold",183 SQM,For Sale
Apartment for sale 2BHK in sultan Haitham City,"Al Maabilah, Muscat•",2,2,Not specified,"OMR 98,568Freehold",157 SQM,For Sale
6 bedroom villa for sale in Almouj Muscat,"The Wave (Almouj), Muscat•",6,7,Not specified,"OMR 725,000Freehold",606 SQM,For Sale
3 bedroom Challet for Sale in Jebel Sifa,"Yiti, Muscat•",3,4,Not specified,"OMR 183,492Freehold",183 SQM,For Sale
three bedroom apartment for sale in sultan haitham city,"Al Maabilah, Muscat•",3,3,Not specified,"OMR 120,987Freehold",193 SQM,For Sale
1 bedroom Apartment for Sale in Sultan Haitham City,"Al Maabilah, Muscat•",1,1,Not specified,"OMR 59,296Freehold",95 SQM,For Sale
للبيع أرض سكنية – موقع مميز بالخوض السادسة,"Al Khoud, Muscat•",Not specified,Not specified,Not specified,"OMR 95,000",600 SQM,For Sale
أرض س ت كورنر مفتوحة من أربع جهات – موقع نادر في محمد الأمين بوشر,"Bosher, Muscat•",Not specified,Not specified,Not specified,"OMR 600,000","1,000 SQM",For Sale
"1BR Marina View | Azura Beach – Al Mouj | 83m² | OMR 111,000 | 10% DP","The Wave (Almouj), Muscat•",1,1,Not specified,"OMR 111,000Freehold",83 SQM,For Sale
"1BR | Urban View – Azura Beach, Al Mouj | OMR 112K | 10% DP Only","The Wave (Almouj), Muscat•",1,1,Not specified,"OMR 112,000Freehold",83 SQM,For Sale
Villa for Saleفيلا للبيع,"Barka, Al Batinah•",3,4,Not specified,"OMR 49,000Negotiable",345 SQM,For Sale
شقة للبيع في بناية ذا لينكس في مسقط هيلز- Apartment for Sale the links,"Muscat Hills, Muscat•",2,3,Not specified,"OMR 72,000Freehold",108 SQM,For Sale
For Sale 4 Bhk In Al Azaiba للبيع فيلا ٤ غرف نوم في العذيبة,"Azaiba, Muscat•",4,6,Not specified,"OMR 135,000Negotiable",284 SQM,For Sale
6 BR + Guard’s Room Spacious Villa in Mawaleh – Near Al Sahwa Gardens,"Al Mawaleh, Muscat•",6,7,Not specified,"OMR 140,000Non Freehold",600 SQM,For Sale
2 BR + Maid’s Room Stunning Apartment – Muscat Bay with Amenities,"Qantab, Muscat•",2,3,Not specified,"OMR 220,000Freehold",199 SQM,For Sale
5 BR Fantastic Villa – Al Khoudh Phase 6 with Nearby Amenities,"Al Khoud, Muscat•",5,5,Not specified,"OMR 90,000Non Freehold",293 SQM,For Sale
"2 BR Luxury Apartment – The Great Escape, AIDA by DarGlobal","Yiti, Muscat•",2,2,Not specified,"OMR 136,267.11Freehold",93 SQM,For Sale
"1 BR Luxury Apartment – The Great Escape, AIDA by DarGlobal","Yiti, Muscat•",1,2,Not specified,"OMR 95,451.26Freehold",68 SQM,For Sale
79 SQM Freehold Office in Muscat Hills – Prime Location,"Muscat Hills, Muscat•",Not specified,Not specified,Not specified,"OMR 91,000Freehold",79 SQM,For Sale
2 BR Great Freehold Apartment with a balcony - Sultan Haitham City,"Al Maabilah, Muscat•",2,2,Not specified,"OMR 80,835Freehold",132 SQM,For Sale
2 BR Excellent Penthouse Apartment in Sultan Haitham City with Private,"Al Maabilah, Muscat•",2,3,Not specified,"OMR 110,500Freehold",170 SQM,For Sale
3 BR + Maid’s room Freehold Offplan Apartment in Sohar,"Sohar, Al Batinah•",3,4,Not specified,"OMR 65,044Freehold",135.66 SQM,For Sale
Studio Apartment in Sultan Haitham City,"Al Maabilah, Muscat•",1,1,Not specified,"OMR 37,200Freehold",50 SQM,For Sale
3 BR Off Plan Apartment in Ghala,"Ghala, Muscat•",3,3,Not specified,"OMR 66,988Non Freehold",167.47 SQM,For Sale
2 BR Off Plan Modern Apartment in Ghala,"Ghala, Muscat•",2,2,Not specified,"OMR 50,284Non Freehold",125.71 SQM,For Sale
3 + 1 BR Freehold Apartment in Sultan Haitham City – Hay Al Wafaa,"Al Maabilah, Muscat•",3,3,Not specified,"OMR 108,990Freehold",154.81 SQM,For Sale
2 + 1 BR Apartment in Sultan Haitham City–Freehold Unit with Residency,"Al Maabilah, Muscat•",2,3,Not specified,"OMR 74,830Freehold",109.2 SQM,For Sale
5 BR Amazing Freehold Exclusive Villa in Al Mouj for Sale,"The Wave (Almouj), Muscat•",5,5,Not specified,"OMR 670,000Freehold",455 SQM,For Sale
6 BR Stunning Grand Freehold Villa in Al Mouj for Sale,"The Wave (Almouj), Muscat•",6,6,Not specified,"OMR 950,000Freehold",907 SQM,For Sale
6 + 1 Maid’s Room Freehold Luxurious Off-plan Villa in Al Mouj,"The Wave (Almouj), Muscat•",6,6,Not specified,"OMR 1,800,000Freehold",933 SQM,For Sale
5-Star Freehold Hotel Room with Guaranteed Return on Investment,"Barr Al Jissah, Muscat•",1,1,Not specified,"OMR 167,680Freehold",43 SQM,For Sale
1 BR Amazing Freehold Fully Furnished Apartment in Jebel Sifa,"Al Sifah, Muscat•",1,2,Not specified,"OMR 73,000Freehold",90.3 SQM,For Sale
2 + 1 BR Furnished Freehold Apartment in Jebel Sifah,"Al Sifah, Muscat•",2,3,Not specified,"OMR 110,000Freehold",121 SQM,For Sale
